,Tweet
2089,and i promise the power is in the people and i will use the power given by the people to bring everything i have back to the peop
2090,i speak truth to power
2091,i represent the dreamers
2092,in the past the pressold guard and powers that be would have silenced me a long time ago but i have a form of social immunity
2093,thank god for paps thank god for social media
2094,we will find freedom in truth as opposed to ridicu
2095,we no longer have to be scared of the truth
2096,we will breathe clean air and exercise the first amendmen
2097,we will not get bullied by perception any longer we will give our opinions
2098,we will change that we will rise we will have a voic
2099,in roman times the artist would contemplate proportions and colors now there is only one important color green
2100,lets fight for our future we can change everythin
2101,i stand with the utmost humility we are so blessed all praises and blessings to the families of people who never gave up on dreams
2102,i promise i will never let the people down i want a better life for all pablo pablo pablo pablo
2103,this is the people the culture the dreams the futu
2104,but there is no other brand that could sell  million dollars of clothing in  days from  location
2105,they called me crazy and pointed fingers
2106,pablo in blood
2107,every red print is our blood our debt our shame our struggle our pain our heart ach
2108,pablo in blood
2109,pablo popup shop march  fri  pm sat sun  pm at  wooster in nyc
2110,fixing wolves  worked on it for  weeks life of pablo is a living breathing changing creative expression contemporarya
2111,utah has eliminated homelessness by
2112,non artist trying to grab the paint brush
2113,my tweets are a form of contemporary art only compromised by people trying to tell me what to tweet and not to
2114,no one can ask me or try to tell me what to instagram its my a
2115,on another note i was thinking about getting an instagram but only on one condition
2116,steve ballmer lets meet this week if you have time i was hanging with chris paul last nigh
2117,steve ballmer can i please redesign the clippers masc
2118,i believe in us
2119,i think human beings can create a utopia
2120,i care about quality
2121,i care about truth
2122,i care about our futu
2123,i care about peop
2124,everyone can say anything they want about me but they could never say that i didnt ca
2125,i have discovered my single greatest quality i ca
2126,what do you mean by justinbieber was my favorite song of
2127,mood
2128,no more fashion calendar im going mad max  collections a  albums a yea
2129,and yes run is on my all time top ten list
2130,i feel like rev run god mc tweeting positive energy while sitting in the bathroom
2131,lets start the day off right and yall know what im bout to say now allpositivevibes
2132,my whole family loves you and your family and we appreciate the moment you helped realize on the beams
2133,i love you my dad loves you
2134,thank you kirk for standing by me through all the nois
2135,the choir arrangement that kirk orchestrated is the most powerful thing ive heard in my earthly existenc
2136,a lot of people tell me ultralight beam is my greatest artwork to date only rival being jesus walks
2137,be strong today little bro “come to me all of you who are tired and have heavy loads and i will give you rest matthew ”
2138,i just received a blessing from minister kirk franklin
2139,olivier designed clothes for my show… that was real that was groundbreaking that is a real friend
2140,be real…
2141,don’t try to use me for advertisement or to make your proposed trend relevan
2142,if you wouldn’t invite me to your house then don’t invite me to your sh
2143,fake fake fake fake fake fake fake fake fake fake fake … just my analysis
2144,so many people turned on her when she was fired and acted like they forgot the innovation and beauty that she brought to the world…
2145,the fashion world is sooooooo fake and carine is one of the very few real people in fashion…
2146,i like tshirts and women in yoga pants… i live in la that’s what people wear… not sure why someone would put a suit jacket on with tha
2147,all these journalists can give their opinions well these are mine…yes i believe in my ripped homeless sweaters
2148,sorry i couldn’t be at virgil’s show because i had a meeting in another city
2149,this is my friend and weve bounced ideas and references for years since the time when he designed for yeezy season
2150,i thank demna for using the i feel like pablo sweatshirts in his show
2151,i thank olivier for designing his collection around my wife… this is visionary as i believe that kim is our modern day everythin
2152,oh and i only came to paris fashion to stand by my friends olivier riccardo and demna
2153,just cause somebody is wearing combat boots doesn’t mean it’s all of a sudden youth
2154,i also hate all the stylists that copy hedi slimane and give their clients blatant ysl looks thinking that it will bring a younger clien
2155,i feel we are so stuck in the past and tradition
2156,i especially hate suit jackets on women… that was a groundbreaking idea  million years ago
2157,i don’t personally like suit jackets anym
2158,excited to see my family and finish the final mixes of the life of pablo and keep working on turbo grafx  and season  …
2159,i’m on a plane coming back from europe…
2160,get top on the phoooone kendricklama
2161,we win
2162,the pure of heart win…
2163,the thinkers win…
2164,the artists win
2165,the future thinkers win…
2166,together we stand… we win…
